PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
10,0.00,39.07,0.00,0.00,100.0,27.11,25.00,32.80
2,0.00,39.37,17.65,0.00,0.00,30.39,25.00,34.12
5,0.00,39.92,0.00,0.00,25.00,34.30,32.00,36.15
7,5.260,29.30,0.00,0.00,0.00,29.42,15.09,28.56
8,0.00,36.23,0.00,0.00,0.00,35.80,22.22,35.29
TOTAL,3.230,34.54,3.700,0.00,13.64,31.31,23.53,32.14
