AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.57,2.36,1.24,1.33,2.01,3.40,2.06,2.58
25-29,1.32,1.85,1.81,6.25,2.28,2.45,1.46,2.00
30-34,2.60,3.89,2.78,3.03,2.30,3.67,2.71,3.52
35-39,3.21,6.46,4.15,2.44,3.46,6.07,4.35,5.80
40-44,3.61,8.54,4.87,7.50,4.83,7.88,5.67,7.56
45-49,2.87,10.46,5.29,3.12,5.17,9.16,5.95,8.86
50-54,3.26,12.08,4.37,0.00,5.83,9.97,6.75,10.04
55-59,2.74,15.47,3.44,5.00,7.04,11.67,8.09,12.35
60-64,3.58,22.69,6.51,0.00,7.72,14.75,11.10,17.25
65-OVER,7.11,31.11,7.67,5.88,11.74,20.78,16.18,23.97
TOTAL,3.01,11.53,3.61,3.55,4.65,10.09,5.77,9.71
