PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BCCC,44.44,22.23,17.86,0.00,17.86,31.76,18.87,26.38
JENK,0.00,20.64,6.250,0.00,5.260,28.31,15.96,24.46
STARK,25.00,17.33,16.67,0.00,17.65,36.88,34.39,35.81
TOW,0.00,15.64,13.33,50.00,15.00,36.32,19.23,31.56
WORTH,33.33,13.04,20.00,0.00,14.29,33.22,20.16,30.73
TOTAL,18.18,20.34,14.58,14.29,14.29,33.91,21.60,29.55
