AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,9.14,0.00,0.00,25.00,14.60,12.22,11.31
25-29,0.00,8.42,0.00,0.00,66.67,12.04,2.04,9.42
30-34,0.00,13.29,0.00,0.00,0.00,18.61,6.25,14.69
35-39,0.00,18.80,0.00,0.00,0.00,22.76,18.18,20.19
40-44,0.00,21.98,0.00,0.00,0.00,29.89,11.43,24.26
45-49,0.00,27.37,100.0,0.00,0.00,33.05,14.29,29.01
50-54,0.00,31.77,0.00,0.00,0.00,42.96,25.00,35.75
55-59,0.00,36.70,25.00,0.00,0.00,41.20,24.14,38.10
60-64,0.00,44.76,0.00,0.00,0.00,54.76,28.57,48.24
65-OVER,50.00,42.96,25.00,0.00,0.00,53.17,22.95,47.80
TOTAL,7.14,27.44,14.29,0.00,17.39,38.68,16.00,31.53
