PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
CHALYBEATE,0.00,8.70,33.33,0.00,33.33,25.50,0.00,22.75
GILL I,9.09,6.85,0.00,0.00,0.00,22.08,7.81,17.84
GILL II,0.00,9.23,0.00,0.00,0.00,22.82,4.17,11.71
7TH-ODESSADALE,0.00,17.65,0.00,0.00,0.00,14.61,9.09,15.31
8TH-GREENVILLE,0.00,8.22,0.00,0.00,25.00,19.41,8.43,13.01
LONE OAK,0.00,11.49,0.00,0.00,0.00,15.06,0.00,12.52
LUTHERSVILLE,0.00,8.31,0.00,0.00,0.00,12.29,6.25,10.30
UPPER 9TH -ALVATON,50.00,7.05,0.00,0.00,0.00,16.97,5.41,12.40
MIDDLE 9TH-GAY,0.00,4.00,0.00,0.00,0.00,18.31,7.14,14.93
LOWER 9TH-WOODBURY,0.00,6.61,0.00,0.00,0.00,30.02,7.35,17.63
2ND-WARM SPRINGS,0.00,8.58,0.00,0.00,100.0,23.79,2.78,19.22
THIRD-DURAND,0.00,3.70,33.33,0.00,0.00,17.33,11.11,12.74
RALEIGH,0.00,0.00,0.00,0.00,0.00,30.47,3.12,24.69
COVE,0.00,0.00,0.00,0.00,0.00,37.04,22.22,34.62
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,7.69,8.17,3.57,0.00,10.87,20.32,6.05,14.87
