AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,1.0,19.0,23.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,179.0,148.0,0.0,206.0,142.0,731.0
25-29,0.0,11.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,154.0,133.0,0.0,194.0,85.0,596.0
30-34,0.0,20.0,19.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,249.0,179.0,0.0,238.0,102.0,816.0
35-39,0.0,8.0,14.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,4.0,0.0,279.0,275.0,0.0,343.0,145.0,1080.0
40-44,0.0,12.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,3.0,0.0,348.0,309.0,0.0,456.0,202.0,1359.0
45-49,1.0,12.0,17.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,0.0,451.0,417.0,0.0,527.0,280.0,1725.0
50-54,0.0,16.0,11.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,3.0,2.0,0.0,605.0,530.0,0.0,748.0,390.0,2321.0
55-59,0.0,10.0,18.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,2.0,3.0,0.0,750.0,678.0,0.0,951.0,519.0,2943.0
60-64,0.0,16.0,23.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,7.0,3.0,0.0,908.0,815.0,0.0,939.0,555.0,3279.0
65-OVER,0.0,48.0,40.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,5.0,4.0,0.0,3254.0,2668.0,0.0,2224.0,1255.0,9514.0
TOTAL,2.0,172.0,189.0,0.0,29.0,24.0,0.0,1.0,4.0,0.0,30.0,26.0,0.0,34.0,23.0,0.0,7177.0,6152.0,0.0,6826.0,3675.0,24364.0
