PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
KANSAS,0.00,44.44,0.00,0.00,0.00,14.93,6.67,14.44
BOWDON,0.00,5.45,0.00,0.00,5.88,13.51,4.69,11.48
SANDHILL,0.00,4.02,6.25,0.00,0.00,16.91,4.58,13.48
CENTER POINT,0.00,4.00,20.00,0.00,25.00,22.78,5.88,21.17
LOWELL,0.00,2.44,14.29,0.00,0.00,24.51,9.17,22.28
MT ZION,5.88,2.78,12.50,0.00,0.00,12.64,5.47,11.53
BURWELL,0.00,6.76,0.00,0.00,0.00,16.45,4.94,14.81
CLEM,0.00,5.84,0.00,0.00,0.00,21.42,7.56,18.45
BOWDON JUNCTION,0.00,2.86,0.00,0.00,0.00,14.16,3.51,10.76
TYUS,0.00,9.20,0.00,0.00,0.00,18.52,8.77,17.06
FAIRFIELD,7.69,14.02,5.00,0.00,3.45,18.35,12.61,16.98
HULETT,0.00,5.61,0.00,0.00,40.00,19.34,10.66,17.54
BETHANY,0.00,2.74,0.00,0.00,0.00,14.09,5.60,10.00
V R COUNTY SOUTH,0.00,5.75,8.33,0.00,0.00,17.58,5.62,15.25
V R COUNTY NORTH,5.26,10.00,5.33,0.00,6.12,11.17,4.66,10.12
VILLA RICA CITY,8.82,8.62,1.48,0.00,3.23,13.64,5.71,10.78
TEMPLE COUNTY,11.11,2.65,0.00,0.00,4.35,9.78,4.82,8.50
TEMPLE CITY,10.00,3.35,2.63,0.00,8.33,12.42,4.96,9.63
WHITESBURG,0.00,5.26,11.11,0.00,12.50,19.70,7.35,17.83
ROOPVILLE,0.00,8.57,50.00,0.00,0.00,23.10,12.09,21.43
WEST CARROLLTON,0.00,2.94,0.00,0.00,2.94,5.41,1.28,3.42
EAST CARROLLTON REC,0.00,3.92,0.00,0.00,0.00,19.50,2.21,13.56
BONNER,2.44,5.01,3.03,0.00,3.03,19.03,6.96,13.94
UNIVERSITY OF W. GA,0.00,0.12,0.00,0.00,2.94,22.52,4.50,12.83
COUNTY ADMIN BLDG,5.26,4.24,1.82,0.00,8.70,19.84,7.07,15.60
TABERNACLE CHURCH,0.00,2.74,0.00,100.0,11.11,25.33,11.30,21.14
EMC,0.00,5.54,7.14,0.00,0.00,20.40,0.95,14.76
OLD CAMP CHURCH,0.00,4.55,7.14,0.00,0.00,23.84,4.38,20.39
OAK GROVE,0.00,8.59,0.00,0.00,9.09,25.31,7.50,21.67
NEW HOPE,0.00,2.98,0.00,0.00,0.00,14.63,1.83,10.91
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,3.48,5.12,2.82,3.23,4.23,17.11,5.99,13.71
