AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,8.82,0.00,0.00,0.00,17.80,13.64,13.83
25-29,0.00,12.32,0.00,0.00,0.00,16.51,10.53,14.32
30-34,0.00,9.68,0.00,0.00,0.00,34.55,8.33,24.79
35-39,0.00,20.88,0.00,0.00,100.0,41.71,33.33,35.05
40-44,0.00,16.19,50.00,0.00,100.0,40.00,17.65,31.75
45-49,0.00,30.00,0.00,0.00,0.00,45.00,21.05,39.04
50-54,100.0,31.93,0.00,0.00,0.00,42.97,42.11,39.65
55-59,0.00,35.82,0.00,0.00,0.00,47.58,11.76,42.11
60-64,0.00,28.41,0.00,0.00,0.00,49.81,38.46,43.97
65-OVER,0.00,32.34,0.00,0.00,0.00,50.59,30.00,46.13
TOTAL,11.11,22.57,13.33,0.00,22.22,41.28,21.15,34.60
