AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,7.77,0.00,0.00,33.33,20.83,0.00,10.61
25-29,0.00,11.67,0.00,0.00,0.00,11.76,0.00,11.32
30-34,0.00,16.50,0.00,0.00,0.00,40.00,50.00,22.70
35-39,0.00,18.29,0.00,0.00,0.00,40.43,0.00,26.15
40-44,0.00,29.23,0.00,0.00,100.0,21.21,25.00,27.18
45-49,0.00,43.08,0.00,0.00,0.00,21.82,25.00,33.06
50-54,0.00,42.53,0.00,0.00,0.00,34.09,0.00,39.69
55-59,100.0,46.32,100.0,0.00,0.00,50.00,0.00,47.65
60-64,0.00,54.74,0.00,0.00,0.00,56.18,25.00,54.50
65-OVER,0.00,47.70,0.00,0.00,0.00,53.98,50.00,51.34
TOTAL,25.00,33.02,25.00,0.00,50.00,44.83,23.08,37.81
