PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
C,15.28,15.75,0.00,15.54
DB,31.82,27.73,0.00,29.61
EP,22.22,26.71,0.00,24.86
L,29.83,25.75,0.00,27.69
M,21.43,20.14,0.00,20.72
NL,33.33,27.74,0.00,30.41
RB,27.04,25.12,0.00,26.02
S,15.22,12.98,0.00,13.90
TOTAL,25.32,22.67,0.00,23.87
