AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.87,1.53,1.30,0.67,1.52,2.94,1.31,1.91
25-29,0.51,0.95,0.87,1.08,1.08,1.75,0.94,1.26
30-34,0.90,1.93,2.16,3.08,1.39,2.57,1.21,2.03
35-39,1.06,2.97,1.65,7.46,2.55,3.87,1.61,2.95
40-44,1.40,4.15,2.11,0.00,2.92,5.30,2.36,4.05
45-49,1.21,5.32,2.55,2.63,3.55,6.75,3.07,5.29
50-54,1.37,6.87,2.93,3.33,3.44,8.53,4.04,6.89
55-59,1.57,8.01,3.46,0.00,6.06,10.97,5.59,8.97
60-64,1.97,10.25,3.86,2.04,5.73,14.77,6.99,12.02
65-OVER,2.09,13.02,5.47,5.26,7.00,20.73,9.51,17.13
TOTAL,1.31,4.83,2.25,2.35,3.22,9.64,3.19,6.58
