AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,4.17,3.36,2.07,23.08,4.87,7.77,3.41,4.82
25-29,1.41,2.33,0.00,0.00,2.46,5.70,2.56,3.56
30-34,0.00,3.51,4.10,0.00,4.85,9.87,3.61,5.95
35-39,1.41,5.94,1.98,0.00,3.64,13.80,6.67,8.60
40-44,4.94,9.51,3.72,0.00,3.81,17.77,6.26,11.85
45-49,7.14,11.42,3.11,0.00,10.99,21.32,6.52,14.75
50-54,6.45,13.56,4.65,0.00,7.69,24.27,7.90,17.75
55-59,4.62,17.17,7.94,14.29,12.86,26.09,12.99,21.39
60-64,2.04,19.51,5.41,0.00,21.62,31.48,14.25,25.99
65-OVER,6.82,25.61,4.64,28.57,18.35,40.36,16.80,35.12
TOTAL,4.04,10.29,3.20,12.77,7.61,23.80,7.09,15.95
