RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,4.580,5.790,0.00,5.180
OTHER,3.700,0.00,0.00,1.750
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,2.380,2.080,0.00,2.220
ASIA-PI,0.00,3.850,0.00,2.220
WHITE,9.030,8.810,0.00,8.900
BLACK,1.970,1.580,0.00,1.760
TOTAL,6.680,6.730,0.00,6.700
