AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.04,1.07,2.84,0.00,5.92,6.84,3.78,5.66
25-29,0.00,1.35,1.53,0.00,0.00,4.61,4.29,4.18
30-34,1.78,1.92,4.15,0.00,2.33,8.02,6.28,7.11
35-39,2.69,3.62,2.76,0.00,2.65,11.35,7.13,9.40
40-44,3.75,5.52,4.58,5.00,2.76,14.41,8.06,11.80
45-49,3.77,4.03,6.67,0.00,6.45,16.36,8.75,13.99
50-54,2.92,3.68,7.62,9.09,6.14,17.75,10.36,15.76
55-59,2.95,3.44,4.26,8.33,5.13,19.97,9.62,17.59
60-64,3.59,10.56,7.44,0.00,8.33,23.02,13.27,20.95
65-OVER,5.77,17.69,9.82,50.00,10.43,34.03,22.48,31.60
TOTAL,3.13,5.05,4.79,3.54,4.92,18.00,9.36,15.35
