PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
TARBORO,24.23,21.96,0.00,22.99
WAVERLY,14.82,17.28,0.00,16.08
WOODBINE,22.04,23.58,0.00,22.85
BROWNTOWN,17.27,15.19,0.00,16.23
HARRIETTS BLUFF,9.12,9.56,0.00,9.34
WEST KINGSLAND,12.88,10.45,0.00,11.56
NORTH KINGSLAND,11.09,13.34,0.00,12.37
KINGSLAND,7.55,7.52,0.00,7.53
EAST KINGSLAND,7.42,6.25,0.00,6.77
NORTH ST MARYS,3.43,3.47,0.00,3.46
MARY LEE CLARK,5.75,4.23,0.00,4.87
SOUTH ST MARYS,14.80,14.23,0.00,14.50
MUSH BLUFF,7.24,6.40,0.00,6.79
WEST SAINT MARYS,14.93,12.65,0.00,13.73
TOTAL,10.90,9.95,0.00,10.37
