PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
FOLKSTON,26.67,27.42,0.00,27.09
GA BEND,13.68,16.39,0.00,15.04
ST. GEORGE,36.99,40.56,0.00,38.68
AMERICAN LEGION,43.64,40.49,0.00,41.98
HOMELAND,31.78,27.45,0.00,29.46
FOLKSTON FIRE,28.21,25.61,0.00,26.78
RACEPOND,45.05,46.83,0.00,45.99
WINOKUR,34.48,38.51,0.00,36.52
99999,0.00,0.00,0.00,0.00
TOTAL,30.39,30.08,0.00,30.22
