AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,19.51,0.00,100.0,0.00,3.570,11.43,15.05
25-29,0.00,17.07,0.00,0.00,0.00,7.890,16.67,13.75
30-34,0.00,15.25,0.00,0.00,0.00,4.820,14.29,12.00
35-39,0.00,22.28,0.00,0.00,0.00,11.25,40.00,19.42
40-44,0.00,34.46,0.00,0.00,0.00,7.960,40.00,24.34
45-49,0.00,38.46,0.00,0.00,100.0,12.75,14.29,26.65
50-54,0.00,42.38,0.00,0.00,50.00,15.30,20.00,31.05
55-59,0.00,48.62,0.00,0.00,0.00,17.33,37.50,35.66
60-64,0.00,51.02,0.00,0.00,0.00,26.82,37.50,40.54
65-OVER,0.00,54.75,0.00,0.00,0.00,35.01,33.33,44.16
TOTAL,0.00,38.24,0.00,100.0,12.50,20.89,22.30,30.58
