PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
ALAMO,0.00,41.99,16.67,0.00,0.00,36.33,16.22,37.25
GLENWOOD,0.00,40.64,10.00,0.00,0.00,29.52,13.04,31.51
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,0.00,41.46,13.64,0.00,0.00,33.37,15.00,34.86
