AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.92,4.28,0.73,3.33,1.60,4.16,2.93,3.78
25-29,1.47,3.00,0.63,0.00,1.56,3.37,1.94,2.78
30-34,1.04,4.44,1.81,14.29,3.44,5.11,2.84,4.17
35-39,1.88,7.69,3.98,0.00,4.46,6.53,5.51,7.16
40-44,2.40,12.25,3.01,0.00,6.67,8.58,7.44,11.05
45-49,1.51,15.38,3.80,0.00,6.55,11.48,8.32,13.81
50-54,3.57,19.47,5.72,12.50,10.87,14.84,10.93,17.62
55-59,5.51,24.78,8.40,0.00,10.49,21.88,11.82,22.56
60-64,3.77,29.74,7.10,16.67,14.97,25.14,12.68,26.32
65-OVER,7.41,34.00,11.07,33.33,13.62,30.80,17.71,30.23
TOTAL,3.30,14.11,3.42,8.14,6.28,19.69,7.13,13.59
