PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
06L1,11.11,13.20,0.00,12.15
06L2,16.53,12.72,0.00,14.67
06N,5.55,7.98,0.00,6.77
06Q,3.04,2.76,0.00,2.90
06R,9.66,11.52,0.00,10.48
06S,14.89,14.20,0.00,14.54
07A,6.42,8.36,0.00,7.45
07B,8.75,7.54,0.00,8.13
07C,6.71,5.83,0.00,6.21
07D,4.14,4.63,0.00,4.39
07E,5.14,6.84,0.00,6.04
07F,6.15,6.30,0.00,6.22
07H,9.70,9.54,0.00,9.61
07J,6.39,5.75,0.00,6.04
07M,3.77,3.88,0.00,3.82
07N,2.09,2.65,0.00,2.37
08A,8.46,8.14,0.00,8.28
08B,10.07,11.53,0.00,10.80
08C,15.33,15.54,0.00,15.43
08D,17.05,16.89,0.00,16.97
08E,12.23,11.60,0.00,11.90
08F1,10.05,11.43,0.00,10.75
08G,8.80,8.38,0.00,8.56
08H,11.22,9.60,0.00,10.33
08J,8.15,8.38,0.00,8.24
08K,5.35,4.92,0.00,5.11
08L,5.75,6.89,22.22,6.41
08M,10.77,7.96,0.00,9.30
08N1,14.84,14.39,0.00,14.59
08N2,12.67,11.13,0.00,11.68
08P,5.64,4.09,0.00,4.91
09A,5.75,8.05,0.00,6.97
09B,4.65,5.88,0.00,5.37
09C,14.75,19.69,0.00,17.59
09D,7.13,13.27,0.00,10.40
09E,5.87,9.08,0.00,7.70
09F,8.98,9.75,20.00,9.42
09G,6.32,4.10,0.00,5.14
09H,4.96,4.84,20.00,4.98
09I,4.60,8.35,0.00,6.43
09K,5.52,8.32,0.00,7.19
09M,7.22,8.55,0.00,7.90
10A,15.88,24.17,0.00,20.74
10B,20.77,28.92,0.00,25.55
10C,5.06,12.67,0.00,10.09
10D,9.79,14.50,0.00,12.63
10E,16.89,22.98,33.33,20.52
10F,14.48,22.00,0.00,18.84
10G,25.10,29.86,0.00,27.84
10H1,12.57,14.09,0.00,13.33
10H2,10.19,16.96,0.00,14.29
10I,21.15,28.43,0.00,25.28
10J,10.30,16.77,0.00,13.70
10K,20.34,26.12,0.00,23.56
10M,8.80,13.44,0.00,11.26
10P,11.60,17.30,0.00,14.88
10R,6.53,15.97,0.00,12.39
11B,14.08,20.67,50.00,17.90
11C,21.07,26.39,0.00,24.07
11E1,12.27,12.12,0.00,12.19
11E2,14.21,25.91,0.00,20.57
11E3,5.86,9.00,0.00,7.73
11G,4.63,8.37,0.00,6.89
11H,12.68,19.15,0.00,16.28
11J,15.57,20.60,0.00,18.47
11K,16.04,23.53,0.00,20.18
11M,12.06,14.26,0.00,13.37
11N,17.44,25.40,0.00,22.04
11P,10.99,19.17,0.00,16.25
11R,7.55,8.10,0.00,7.84
12A,8.13,12.71,0.00,10.59
12D,5.51,5.86,0.00,5.70
12E1,4.93,6.63,0.00,5.87
12F,7.20,10.56,0.00,9.05
12G,18.72,22.12,0.00,20.48
12H,6.02,7.68,0.00,6.98
12I,7.97,12.55,0.00,10.61
12J,3.30,7.32,0.00,5.72
12K,5.10,6.50,0.00,5.84
12L,8.33,8.43,0.00,8.38
12M,6.54,9.26,20.00,8.16
12N,5.54,5.75,0.00,5.65
12S,8.40,12.89,0.00,10.91
88888,2.17,0.80,0.00,1.50
99999,0.00,0.00,0.00,0.00
AP01A,5.28,5.64,25.00,5.50
AP01B,2.43,2.66,0.00,2.56
AP01C,8.14,7.30,0.00,7.72
AP01D,4.99,4.34,0.00,4.62
AP021,9.79,9.46,0.00,9.60
AP022,6.56,6.81,0.00,6.70
AP02B,4.00,4.58,0.00,4.37
AP03,2.56,2.19,0.00,2.34
AP04A,13.52,13.63,0.00,13.57
AP04B,7.69,10.71,0.00,9.21
AP05,10.86,9.74,0.00,10.28
AP06,15.59,15.00,0.00,15.27
AP07A,9.76,8.68,20.00,9.16
AP07B,8.83,9.30,0.00,9.03
AP09A,8.46,7.60,0.00,8.00
AP09B,3.30,4.11,0.00,3.71
AP10,12.73,11.75,0.00,12.23
AP12A,5.00,4.99,0.00,4.99
AP12B,0.54,2.34,0.00,1.51
AP12C,11.11,9.63,0.00,10.29
AP13,4.86,5.29,0.00,5.09
AP14,9.06,7.68,0.00,8.35
CH01,3.15,6.94,0.00,5.15
CH02,9.91,12.84,0.00,11.40
CH03,18.62,15.43,0.00,16.88
CH04A,10.30,9.47,0.00,9.86
CH05,13.40,11.76,0.00,12.60
CP011,12.07,10.37,0.00,11.13
CP012,10.65,15.64,0.00,13.42
CP01B,6.84,5.58,0.00,6.15
CP02,7.71,10.73,0.00,9.27
CP04,2.17,4.40,0.00,3.65
CP051,13.74,20.93,0.00,17.55
CP05B,7.14,5.06,0.00,5.93
CP06A,3.80,3.56,0.00,3.68
CP07A,2.42,3.45,0.00,3.00
CP07D,0.00,50.00,0.00,20.00
CP081,1.70,2.13,0.00,1.97
CP083,1.48,2.12,0.00,1.85
CP08A,1.17,2.33,0.00,1.86
EP01,7.94,11.73,0.00,9.96
EP02,9.20,11.22,0.00,10.30
EP03,14.42,20.57,0.00,17.85
EP04,9.59,11.02,0.00,10.41
FA01A,8.68,11.55,15.38,10.33
FA01B,5.44,8.51,0.00,7.34
HP01,8.69,9.63,0.00,9.17
JC01,5.05,4.87,0.00,4.94
JC02,5.00,4.01,0.00,4.45
JC03A,5.20,4.29,0.00,4.70
JC03B,6.29,4.44,0.00,5.33
JC04A,5.47,5.01,0.00,5.23
JC04B,7.02,4.43,0.00,5.49
JC05,4.50,4.21,0.00,4.34
JC06,4.10,3.04,0.00,3.55
JC07,4.84,5.18,0.00,5.01
JC08,6.50,6.70,0.00,6.58
JC09,5.95,5.78,0.00,5.85
JC10,6.12,6.50,0.00,6.32
JC11,6.58,6.43,0.00,6.50
JC12,8.64,8.84,14.29,8.76
JC13A,7.86,7.46,0.00,7.64
JC13B,10.90,9.40,0.00,10.16
JC14,5.38,5.23,0.00,5.29
JC15,7.41,5.83,0.00,6.52
JC16,8.00,6.86,0.00,7.39
JC18A,8.83,9.66,0.00,9.24
JC19,7.43,6.72,0.00,7.04
ML011,6.52,6.50,0.00,6.51
ML012,8.64,12.96,0.00,10.77
ML01B,12.50,14.71,0.00,13.64
ML021,8.71,8.84,0.00,8.78
ML022,7.03,7.46,0.00,7.25
ML023,9.46,8.93,0.00,9.17
ML024,15.22,16.07,0.00,15.69
ML03,8.71,8.54,0.00,8.62
ML04A,9.48,6.52,0.00,7.98
ML04B,11.73,13.44,100.0,12.63
ML04C,11.90,10.53,0.00,11.25
ML05A,0.00,3.85,0.00,2.63
ML05B,9.09,10.61,50.00,10.08
ML05C,7.84,6.62,0.00,7.17
ML06A,3.32,3.59,0.00,3.47
ML06B,5.44,5.00,0.00,5.19
ML071,7.27,5.77,0.00,6.54
ML072,6.04,7.75,0.00,6.92
ML07A,11.33,9.32,0.00,10.33
MP01,12.44,12.25,0.00,12.34
PA01,9.73,10.73,0.00,10.31
RW01,9.92,8.54,0.00,9.14
RW02,8.48,8.24,0.00,8.35
RW03,7.02,6.78,0.00,6.88
RW04,12.42,10.56,0.00,11.46
RW05,4.93,4.48,0.00,4.69
RW06,9.89,7.96,12.50,8.89
RW07A,2.10,3.34,0.00,2.82
RW07B,6.88,8.16,0.00,7.49
RW08,10.10,9.80,0.00,9.92
RW09,8.75,8.69,0.00,8.71
RW10,11.91,11.04,0.00,11.44
RW11A,7.19,7.21,0.00,7.20
RW12,9.48,9.35,0.00,9.41
RW13,10.81,9.94,0.00,10.34
RW16,11.14,10.64,0.00,10.86
RW17,8.42,7.92,0.00,8.13
RW19,8.93,8.20,0.00,8.53
RW20,9.63,9.64,0.00,9.62
RW21,8.67,9.24,50.00,9.00
RW22A,3.65,4.21,0.00,3.95
SC01B,22.09,24.59,0.00,23.48
SC02,27.72,37.23,0.00,32.84
SC04,14.01,17.20,0.00,15.69
SC05A,13.84,12.13,0.00,12.77
SC05B,13.31,16.17,0.00,14.97
SC05D,11.87,17.92,0.00,15.39
SC07A,12.69,15.48,0.00,14.30
SC08B,11.32,14.68,0.00,13.23
SC08C,11.76,23.40,0.00,20.31
SC08D,8.10,11.99,0.00,10.36
SC08E,5.26,9.49,0.00,7.90
SC08F,7.62,9.95,0.00,8.96
SC08G,0.00,0.00,0.00,0.00
SC09A,8.76,14.02,0.00,11.87
SC09B,11.88,18.84,0.00,15.98
SC10,7.04,8.02,0.00,7.60
SC11A,11.48,20.95,0.00,17.03
SC11B,15.32,22.78,0.00,19.36
SC13A,12.83,16.26,33.33,14.86
SC13B,11.95,14.27,0.00,13.26
SC14,7.45,9.33,0.00,8.41
SC16,18.01,23.33,33.33,21.13
SC17A,0.00,6.67,0.00,4.08
SC17C,14.69,18.33,0.00,16.84
SC18A,9.52,12.75,0.00,11.79
SC18B,18.79,23.56,100.0,21.48
SC19A,16.05,21.21,0.00,18.89
SC19B,11.68,15.91,0.00,14.03
SC211,8.33,11.76,0.00,10.46
SC212,6.51,9.59,0.00,8.32
SC23A,11.59,14.04,0.00,13.02
SC23B,11.62,15.83,0.00,13.97
SC27,17.22,20.55,0.00,19.09
SC29A,12.29,18.61,0.00,15.86
SC30A,16.67,22.92,0.00,20.67
SC30B,13.90,14.30,100.0,14.22
SS01,11.84,11.66,0.00,11.75
SS02A,12.33,9.71,0.00,10.93
SS02B,6.93,7.85,0.00,7.46
SS03,15.29,17.33,0.00,16.38
SS04,8.05,8.08,0.00,8.05
SS05,25.58,26.66,0.00,26.12
SS06,24.61,27.53,0.00,26.08
SS07A,13.42,12.80,0.00,13.03
SS07B,12.60,10.41,0.00,11.47
SS07C,13.18,6.29,0.00,8.81
SS08A,6.69,6.19,0.00,6.42
SS08B,15.13,15.57,0.00,15.36
SS08C,7.60,5.54,0.00,6.41
SS08D,6.02,6.82,0.00,6.45
SS09A,17.13,18.31,0.00,17.72
SS09B,16.13,16.31,0.00,16.22
SS11A,8.48,7.08,25.00,7.73
SS11B,5.89,6.06,11.11,6.02
SS11C,5.88,5.22,0.00,5.53
SS11D,10.19,10.92,0.00,10.57
SS12,9.93,8.65,0.00,9.23
SS13A,11.32,9.66,0.00,10.40
SS13B,7.11,7.51,0.00,7.32
SS14,14.51,11.97,0.00,13.18
SS15A,2.80,2.38,0.00,2.55
SS15B,4.38,5.27,0.00,4.91
SS16,27.33,32.35,0.00,29.87
SS17,8.13,7.46,33.33,7.78
SS18A,19.53,20.17,0.00,19.88
SS18B,16.10,10.57,0.00,13.28
SS19A,4.82,3.39,0.00,4.03
SS19B,7.71,5.84,0.00,6.66
SS20,4.23,5.42,0.00,4.86
SS22,6.60,5.22,0.00,5.82
SS25,9.92,8.77,0.00,9.30
SS26,3.50,3.94,0.00,3.76
SS29A,6.92,6.26,25.00,6.59
SS31,13.79,14.15,0.00,13.99
UC01A,5.03,8.80,0.00,7.30
UC01B,4.86,4.23,0.00,4.48
UC01E,13.64,14.71,0.00,14.29
UC02A,7.83,11.63,0.00,10.14
UC02B,15.38,13.33,0.00,14.29
UC031,9.24,10.52,0.00,10.09
UC032,6.06,11.94,0.00,10.00
UC035,0.00,0.00,0.00,0.00
TOTAL,8.87,10.45,4.11,9.71
