AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,2.52,5.23,0.51,11.11,5.17,7.66,2.93,5.27
25-29,0.81,3.94,1.49,0.00,2.36,5.12,3.27,4.12
30-34,1.34,7.90,1.79,0.00,3.35,7.21,4.69,7.03
35-39,1.00,10.96,1.72,20.00,7.06,9.53,5.46,9.60
40-44,7.14,17.89,5.00,25.00,7.96,15.21,8.14,15.63
45-49,3.17,21.39,1.85,0.00,9.18,17.53,11.22,18.63
50-54,12.20,25.90,6.48,33.33,10.39,20.71,13.14,22.63
55-59,15.49,31.14,6.60,25.00,15.22,25.48,16.91,27.57
60-64,12.05,40.31,9.18,0.00,18.75,31.85,17.88,34.80
65-OVER,9.04,45.65,9.74,5.88,20.62,38.93,24.26,40.45
TOTAL,5.91,21.36,3.76,9.21,8.52,21.69,8.99,19.74
