AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,18.52,0.00,0.00,0.00,21.62,33.33,19.35
25-29,0.00,16.90,0.00,0.00,0.00,12.90,25.00,15.74
30-34,0.00,25.00,0.00,0.00,0.00,25.00,0.00,24.47
35-39,0.00,23.53,0.00,0.00,0.00,39.53,0.00,30.21
40-44,100.0,27.91,0.00,0.00,0.00,39.02,0.00,32.95
45-49,0.00,58.18,0.00,0.00,0.00,54.39,0.00,55.26
50-54,0.00,42.65,100.0,0.00,0.00,39.13,0.00,40.14
55-59,0.00,57.58,100.0,0.00,0.00,38.10,16.67,47.06
60-64,100.0,61.54,0.00,0.00,0.00,58.76,25.00,59.09
65-OVER,0.00,58.64,0.00,100.0,0.00,62.57,66.67,61.41
TOTAL,50.00,41.18,33.33,33.33,0.00,50.12,32.43,45.51
