AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.02,2.87,1.04,0.00,2.74,4.59,2.17,3.27
25-29,0.47,1.93,0.28,0.00,1.34,2.96,1.84,2.27
30-34,0.00,3.86,0.99,33.33,2.98,5.13,3.58,4.22
35-39,1.13,7.14,1.90,33.33,3.78,7.13,5.23,6.63
40-44,0.00,9.75,3.63,14.29,5.29,10.24,5.98,9.14
45-49,2.11,12.42,1.65,0.00,5.36,11.74,6.12,11.04
50-54,3.72,14.07,4.35,0.00,6.33,13.67,9.27,13.00
55-59,4.35,17.10,2.70,0.00,9.52,16.86,11.32,16.03
60-64,3.80,22.32,2.92,0.00,6.36,21.61,14.90,20.58
65-OVER,9.18,26.91,7.52,0.00,14.10,27.93,20.49,26.53
TOTAL,2.69,11.21,2.36,8.00,5.38,14.44,7.26,11.90
