PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
IDEAL,34.65,37.50,0.00,36.18
OGLETHORPE,33.10,38.57,0.00,36.16
MARSHALLVILLE,26.12,32.20,0.00,29.35
MONTEZUMA #4,34.76,40.48,0.00,37.95
MONTEZUMA #5,33.46,35.24,0.00,34.51
88888,50.00,0.00,0.00,50.00
99999,0.00,0.00,0.00,0.00
TOTAL,32.40,36.86,0.00,34.87
