PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
ALEXANDER,0.00,32.03,0.00,0.00,0.00,32.80,8.70,30.85
FOUR POINTS,10.00,26.61,3.23,0.00,9.52,21.51,10.32,21.60
GIRARD,0.00,25.07,0.00,0.00,0.00,27.96,5.26,25.60
GOUGH,0.00,39.46,0.00,0.00,33.33,27.61,33.33,35.28
GREENSCUT,0.00,32.27,0.00,0.00,50.00,36.81,3.77,33.16
KEYSVILLE,0.00,18.13,0.00,0.00,0.00,8.11,0.00,11.85
MIDVILLE,0.00,31.09,0.00,0.00,0.00,24.44,43.75,28.67
MUNNERLYN,0.00,25.20,50.00,0.00,0.00,29.92,10.00,26.87
SARDIS,0.00,20.36,0.00,0.00,12.50,28.29,3.85,24.09
SCOTTS CROSSROADS,0.00,28.65,0.00,0.00,0.00,33.33,0.00,29.17
TELFAIR,0.00,31.87,0.00,0.00,0.00,19.38,8.89,23.83
ST. CLAIR,0.00,46.63,0.00,0.00,0.00,23.26,7.14,33.94
VIDETTE,0.00,35.14,0.00,0.00,0.00,36.03,14.29,34.81
NORTH WAYNESBORO,16.67,30.24,0.00,0.00,0.00,27.44,7.84,28.66
SOUTH WAYNESBORO,20.00,36.19,12.50,0.00,0.00,37.25,10.09,35.63
BLAKENEY,0.00,23.20,0.00,0.00,0.00,44.32,12.50,29.68
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,7.89,30.42,4.05,0.00,8.93,29.01,9.48,28.58
