PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
1468,31.58,27.35,0.00,29.33
1581,66.67,27.78,0.00,47.22
833,39.30,38.08,0.00,38.66
990,38.90,37.15,0.00,37.95
99999,0.00,0.00,0.00,0.00
TOTAL,36.71,34.14,0.00,35.34
