PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,100.0,0.00,0.00,100.0
AC1A,9.260,7.420,0.00,8.240
AC1B,7.150,7.280,0.00,7.220
AC1C,3.620,4.130,0.00,3.900
AD01,13.05,14.19,0.00,13.62
AU1A,7.030,7.950,0.00,7.550
BF02,11.29,9.050,0.00,10.12
BF03,8.100,6.190,0.00,7.110
BG01,9.630,7.290,0.00,8.390
BG02,9.530,8.250,0.00,8.840
BK01,5.500,4.830,0.00,5.130
BR01,9.530,8.590,0.00,8.980
BR02,9.460,11.68,0.00,10.67
BT01,11.33,17.55,0.00,14.88
BT02,4.040,6.370,0.00,5.480
BW01,10.36,9.520,0.00,9.910
CA01,3.140,2.800,0.00,2.950
CH02,14.92,13.59,20.00,14.25
CH03,15.48,13.72,0.00,14.56
CK01,6.630,6.260,0.00,6.410
CL01,7.130,8.280,0.00,7.770
CL02,8.900,8.590,20.00,8.740
CO01,7.340,7.790,0.00,7.610
CR01,19.32,15.86,0.00,17.56
DC01,17.39,14.78,0.00,16.01
DI01,2.890,2.730,0.00,2.800
DL01,13.10,11.54,0.00,12.26
DO01,18.91,17.27,0.00,18.03
DU01,8.280,6.470,0.00,7.340
DV01,10.54,9.130,0.00,9.780
EA01,23.99,24.53,0.00,24.25
EA02,23.06,22.16,0.00,22.56
EL01,4.940,4.430,0.00,4.660
EL02,13.85,13.36,50.00,13.63
EL03,15.91,16.17,0.00,16.05
EL04,9.760,8.710,0.00,9.150
EL05,13.05,12.19,16.67,12.60
EP01,9.230,7.860,0.00,8.470
FO01,6.920,8.260,0.00,7.650
FO02,6.370,5.160,0.00,5.660
FO04,5.850,5.510,0.00,5.660
FO05,4.970,4.580,0.00,4.750
FP01,20.58,20.01,0.00,20.28
FR01,9.310,8.250,0.00,8.750
FY01,9.890,7.800,0.00,8.780
GM01,12.43,11.52,16.67,11.97
GT01,12.32,12.11,0.00,12.20
HL01,8.290,11.40,0.00,10.09
HR01,14.33,15.45,0.00,14.90
HT01,15.61,13.86,0.00,14.68
HY01,11.70,11.23,14.29,11.47
KE1A,8.400,7.700,0.00,8.010
KE2A,9.770,8.030,0.00,8.850
KE3A,4.890,5.180,0.00,5.060
KE4A,8.490,8.950,0.00,8.720
KE5A,8.470,7.880,0.00,8.150
KL01,8.250,8.900,0.00,8.580
KP01,17.28,15.90,0.00,16.54
KP02,17.43,14.93,0.00,16.05
KP03,13.52,12.33,33.33,12.92
LA01,10.11,9.860,0.00,9.960
LI01,8.270,8.980,0.00,8.640
LM01,12.92,10.85,0.00,11.82
LM02,11.24,9.140,0.00,10.14
LM03,12.32,10.94,0.00,11.59
LM04,10.25,10.16,0.00,10.20
LW01,10.22,10.32,0.00,10.27
MA01,11.83,13.12,14.29,12.56
MA02,7.000,8.640,0.00,7.900
MA03,11.17,10.30,0.00,10.68
MA04,13.30,11.54,100.0,12.44
MB01,12.80,9.790,0.00,11.26
MC01,8.590,8.820,0.00,8.710
MD01,18.59,16.70,14.29,17.61
ME01,12.13,12.20,0.00,12.16
MK01,12.11,10.77,0.00,11.38
ML01,12.41,10.77,0.00,11.53
MR1A,4.890,4.610,20.00,4.760
MR2A,22.32,22.18,0.00,22.21
MR2B,17.55,16.16,0.00,16.76
MR3A,13.83,13.93,0.00,13.89
MR4A,35.66,32.90,0.00,34.14
MR4B,13.47,13.28,0.00,13.35
MR4C,20.95,20.30,0.00,20.59
MR5A,7.440,7.780,0.00,7.620
MR5B,3.040,4.390,0.00,3.790
MR6A,3.500,4.640,0.00,4.140
MR6B,11.36,12.35,0.00,11.88
MR7A,2.880,2.560,0.00,2.700
MS01,10.32,8.210,0.00,9.230
MS02,8.320,7.990,0.00,8.140
MT01,18.15,16.27,0.00,17.16
MT03,16.58,15.29,16.67,15.85
MT04,22.05,20.44,0.00,21.20
NC01,9.100,8.460,0.00,8.740
NJ01,3.570,4.910,0.00,4.330
NP01,9.390,7.340,0.00,8.250
NS01,7.890,8.490,0.00,8.200
OK01,11.25,10.19,0.00,10.66
OR01,14.78,14.32,0.00,14.52
OR02,8.180,9.690,0.00,9.010
OR03,7.070,6.250,0.00,6.590
OR04,8.560,9.030,0.00,8.810
OR05,12.90,11.83,0.00,12.31
PE01,9.410,12.22,0.00,10.96
PF01,14.42,12.60,0.00,13.43
PM01,13.78,12.38,0.00,13.05
PM02,22.55,19.33,0.00,20.84
PO01,11.56,9.510,0.00,10.50
PP01,14.49,12.70,0.00,13.58
PR01,11.18,8.570,0.00,9.810
PS1A,11.63,11.07,0.00,11.29
PS2A,6.080,9.420,0.00,8.010
PS3A,9.890,10.63,0.00,10.30
PT01,7.840,7.910,0.00,7.860
RM01,13.33,10.91,0.00,12.05
RS01,4.240,9.120,0.00,7.090
RW01,15.03,13.48,12.50,14.24
RW02,14.40,14.66,0.00,14.51
SA01,12.74,11.41,0.00,12.04
SF01,14.67,12.20,0.00,13.40
SI01,8.300,7.700,0.00,7.970
SM01,16.38,14.59,25.00,15.46
SM03,10.53,9.240,0.00,9.790
SN1A,7.190,6.600,0.00,6.840
SN2A,5.330,5.470,10.00,5.420
SN3A,7.430,7.240,12.50,7.330
SN4A,12.57,10.92,0.00,11.63
