PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
SN5A,7.150,7.900,0.00,7.560
SN6A,11.09,10.51,0.00,10.76
SN7A,7.230,8.350,8.330,7.840
SO01,23.32,22.39,0.00,22.80
SO02,15.15,14.54,0.00,14.82
SO03,18.03,15.64,0.00,16.68
SW01,11.29,11.40,0.00,11.33
SW02,4.720,6.810,0.00,6.020
TM01,8.720,7.800,16.67,8.200
TR01,17.28,16.39,0.00,16.81
VA01,12.25,10.17,0.00,11.16
VG01,9.310,10.51,0.00,9.970
VG02,5.560,5.420,0.00,5.470
VG03,8.470,6.930,20.00,7.600
VG04,16.52,15.09,0.00,15.70
WG02,7.900,7.340,0.00,7.590
WL01,12.13,10.14,0.00,11.10
TOTAL,10.94,10.24,3.120,10.55
