PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
02,0.00,0.00,0.00,0.00,50.00,25.22,0.00,23.91
03,0.00,38.46,0.00,0.00,0.00,39.02,0.00,38.41
04,0.00,50.00,0.00,0.00,0.00,25.76,0.00,27.04
05,0.00,45.15,0.00,0.00,0.00,30.34,38.46,38.34
06,0.00,14.81,0.00,100.0,0.00,21.11,3.850,20.39
07,0.00,44.44,0.00,0.00,0.00,26.46,16.67,34.09
08,0.00,44.39,0.00,0.00,0.00,34.76,5.000,41.54
10,0.00,39.07,0.00,0.00,14.29,34.39,13.33,36.20
11,50.00,27.97,0.00,0.00,0.00,26.57,8.330,26.43
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,9.090,41.39,0.00,100.0,11.11,28.30,10.85,33.34
