PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1A,7.41,12.34,11.85,0.00,4.17,17.02,8.81,14.39
2A,7.89,13.86,6.57,0.00,10.00,30.04,9.01,24.90
3A,0.00,13.33,5.32,0.00,4.76,41.80,13.66,34.04
4A,4.08,18.03,10.23,33.33,7.69,42.70,17.37,34.96
5A,20.00,28.99,6.48,0.00,0.00,16.90,7.44,13.17
6A,0.00,21.50,5.48,0.00,0.00,15.46,6.95,11.36
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AN,33.33,14.16,3.97,0.00,0.00,14.45,6.59,10.41
CA,0.00,0.00,8.89,0.00,0.00,17.85,10.83,16.30
CO,25.00,14.81,20.83,0.00,0.00,20.88,7.32,19.36
DG,11.11,10.53,10.84,0.00,4.00,30.30,9.16,25.33
ES,0.00,22.35,6.61,0.00,0.00,17.41,3.26,13.88
FI,0.00,37.17,6.80,0.00,14.29,23.16,12.50,21.13
GL,15.38,14.52,4.98,0.00,0.00,25.10,8.15,18.61
LT,0.00,12.50,8.00,0.00,0.00,26.90,8.22,24.66
MC,0.00,11.11,4.65,0.00,0.00,25.33,8.55,22.62
NI,0.00,25.71,7.76,0.00,0.00,20.57,8.93,18.66
PG,2.70,7.87,5.46,0.00,3.23,28.49,11.21,23.02
TH,5.88,22.78,4.42,0.00,0.00,22.43,5.84,20.11
TI,0.00,0.00,2.44,0.00,0.00,19.54,7.59,17.06
TR,25.00,27.27,7.69,0.00,0.00,30.29,19.61,28.92
UT,0.00,0.00,0.00,0.00,0.00,21.64,8.08,19.89
VA,11.63,25.60,6.93,0.00,10.71,25.33,12.29,23.06
WS,16.67,18.75,6.59,0.00,6.67,29.68,11.76,26.69
TOTAL,7.71,19.17,6.84,3.70,4.39,26.05,9.69,21.74
