PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1714,16.67,22.66,0.00,0.00,0.00,23.22,5.880,22.54
318,11.54,25.20,3.450,0.00,30.77,36.91,15.96,33.66
319,20.00,24.75,0.00,0.00,0.00,25.66,15.79,24.85
321E,50.00,15.16,0.00,0.00,12.50,20.70,11.54,16.22
321W,0.00,27.85,22.22,0.00,0.00,24.28,4.480,26.14
322,0.00,21.52,20.00,0.00,0.00,27.11,3.030,25.09
CTY1,0.00,21.80,0.00,0.00,0.00,14.06,12.00,18.61
CTY2,6.670,18.02,0.00,0.00,0.00,17.14,3.230,16.77
CTY3,0.00,19.31,0.00,0.00,0.00,22.13,10.26,19.50
CTY4,0.00,36.19,36.36,0.00,0.00,27.86,41.18,29.76
CTY5,8.000,30.95,0.00,0.00,9.090,16.94,8.000,24.22
CTY6,14.81,24.95,18.75,0.00,14.29,34.64,14.00,30.95
MERI,0.00,24.14,4.170,0.00,11.11,29.71,15.85,27.25
MONT,0.00,21.98,7.690,0.00,0.00,28.79,10.47,25.60
TOTAL,9.550,23.64,8.780,0.00,7.690,28.45,11.76,25.65
