PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
EAST MACON 1,0.00,15.61,14.29,0.00,7.69,2.56,5.19,14.68
EAST MACON 2,16.67,23.96,44.44,0.00,5.00,23.55,5.45,23.26
EAST MACON 3,27.27,19.82,7.69,33.33,16.67,35.22,8.70,25.61
EAST MACON 4,0.00,26.91,0.00,0.00,0.00,15.57,6.35,25.43
EAST MACON 5,0.00,27.43,0.00,0.00,8.33,22.08,9.76,25.02
GODFREY 1,4.76,19.91,4.76,0.00,2.22,18.99,4.31,18.97
GODFREY 2,0.00,20.53,0.00,0.00,11.11,13.51,2.70,18.71
GODFREY 3,0.00,18.91,0.00,0.00,0.00,25.37,8.00,19.14
GODFREY 4,0.00,17.71,6.67,0.00,7.14,14.95,7.69,16.78
GODFREY 5,15.38,19.67,0.00,0.00,0.00,29.72,9.29,20.42
HAZZARD 1,6.25,19.86,0.00,0.00,0.00,26.63,4.49,20.00
HAZZARD 2,3.12,18.32,6.98,0.00,0.00,20.54,4.67,18.62
HAZZARD 3,1.23,21.24,13.21,0.00,6.67,26.70,9.29,21.96
HAZZARD 4,3.85,27.16,0.00,100.0,12.50,33.77,9.09,30.63
HAZZARD 5,3.17,21.57,10.34,0.00,6.25,31.70,11.32,26.60
HOWARD 1,40.00,14.53,7.69,0.00,0.00,46.42,11.63,36.21
HOWARD 2,11.11,22.56,3.85,0.00,12.50,38.21,16.53,34.12
HOWARD 3,7.88,18.61,7.32,0.00,12.22,32.03,11.22,26.64
HOWARD 4,27.78,20.63,12.50,0.00,21.43,36.61,9.84,31.01
HOWARD 5,8.33,13.24,7.14,0.00,6.25,34.03,9.62,25.03
HOWARD 6,9.52,19.89,8.33,0.00,0.00,37.07,18.82,32.24
HOWARD 7,4.17,25.24,9.09,50.00,5.56,41.52,22.73,38.09
RUTLAND 1,2.50,31.48,13.64,33.33,13.33,30.61,10.19,29.50
RUTLAND 2,13.33,23.73,4.00,33.33,6.67,28.49,7.89,26.25
VINEVILLE 1,7.14,18.63,7.14,0.00,7.41,23.37,13.46,20.46
VINEVILLE 2,0.00,22.51,10.53,0.00,13.33,31.26,14.29,25.34
VINEVILLE 3,0.00,21.38,11.11,0.00,7.14,20.44,8.54,20.79
VINEVILLE 4,0.00,23.44,15.79,0.00,15.79,23.67,12.50,22.94
VINEVILLE 5,10.53,15.89,23.08,0.00,22.22,41.08,14.75,35.31
VINEVILLE 6,0.00,16.38,20.00,0.00,14.29,42.31,13.27,34.11
VINEVILLE 7,0.00,17.07,0.00,0.00,12.50,35.86,14.04,26.91
WARRIOR 1,0.00,34.11,0.00,0.00,0.00,32.47,14.71,31.97
WARRIOR 2,4.17,35.71,8.33,0.00,0.00,30.19,10.26,30.73
TOTAL,7.00,21.40,8.67,8.62,8.02,32.24,9.97,25.32
