PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
01C,0.00,8.330,7.550,0.00,7.320,2.560,0.00,0.00,0.00,0.00,3.060,2.410,0.00,4.880,8.820,0.00,11.66,12.75,0.00,6.410,3.050,11.01
02B,0.00,9.780,6.590,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.670,0.00,0.00,0.00,0.00,23.79,21.14,0.00,7.500,10.23,19.36
03C,0.00,5.960,5.410,0.00,16.00,7.690,0.00,0.00,0.00,0.00,1.490,0.00,0.00,5.560,14.29,0.00,12.68,13.46,0.00,7.120,4.120,11.04
04C,0.00,4.520,3.500,0.00,2.330,0.00,0.00,0.00,0.00,0.00,3.910,1.850,0.00,8.890,0.00,0.00,8.620,9.940,0.00,4.160,4.140,7.810
05B,0.00,6.190,6.560,0.00,4.260,9.090,0.00,0.00,0.00,0.00,5.190,3.610,0.00,12.00,10.00,0.00,14.88,14.83,0.00,4.490,4.090,12.55
06B,100.0,4.710,4.150,0.00,0.00,5.710,0.00,0.00,0.00,0.00,7.480,6.020,0.00,0.00,5.880,0.00,16.78,17.49,0.00,4.070,2.600,12.44
07B,0.00,4.770,4.940,0.00,0.00,5.560,0.00,0.00,0.00,0.00,3.570,1.470,0.00,0.00,0.00,0.00,13.05,13.03,0.00,5.860,4.770,9.710
08B,0.00,6.640,5.610,0.00,8.330,4.760,0.00,0.00,0.00,0.00,2.700,3.030,0.00,0.00,0.00,0.00,15.17,14.60,0.00,7.190,5.370,12.89
09B,0.00,4.800,4.420,0.00,0.00,6.900,0.00,0.00,0.00,0.00,2.940,3.570,0.00,0.00,0.00,0.00,14.01,14.58,0.00,2.700,2.550,10.96
10B,0.00,4.530,4.330,0.00,2.700,0.00,0.00,0.00,0.00,0.00,2.330,3.030,0.00,0.00,0.00,0.00,12.62,12.40,0.00,4.840,2.480,8.870
11C,0.00,5.850,4.410,0.00,3.770,7.500,0.00,0.00,0.00,0.00,2.460,1.520,0.00,0.00,0.00,0.00,10.52,10.41,33.33,5.100,3.470,7.990
12B,0.00,2.080,3.120,0.00,2.130,2.700,0.00,0.00,0.00,0.00,0.00,4.050,0.00,6.250,8.330,0.00,9.630,10.53,0.00,4.440,3.730,8.050
13B,0.00,3.680,4.080,0.00,0.00,16.67,0.00,0.00,0.00,0.00,5.170,0.00,0.00,0.00,0.00,0.00,12.73,14.40,0.00,5.140,3.800,11.40
14C,0.00,2.480,2.370,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.170,5.880,0.00,25.00,25.00,0.00,15.78,16.37,0.00,9.020,7.340,14.32
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.0,0.00,0.00,0.00,150.0
EL05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,4.000,5.180,4.810,0.00,3.480,5.290,0.00,0.00,0.00,0.00,3.440,2.840,0.00,4.240,4.590,0.00,12.99,13.44,11.11,5.060,3.780,10.67
