ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,43.93,44.04,0.00,43.99
2016 Primary,19.05,20.78,0.00,19.91
2016 Primary Runoff,8.66,8.09,0.00,8.36
2016 General,66.96,71.93,100.0,69.53
2018 Primary,22.54,23.57,0.00,23.04
2018 Primary Runoff,16.02,15.00,0.00,15.47
2018 General,56.67,61.78,33.33,59.26
