ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,15.79,26.21,19.61,100.0,14.52,38.63,18.28,26.95
2016 Primary,7.50,15.40,3.77,0.00,4.62,19.31,8.78,14.83
2016 Primary Runoff,2.50,10.08,3.77,0.00,4.62,6.05,5.19,8.58
2016 General,38.64,58.75,52.63,100.0,40.58,61.45,45.19,57.13
2018 Primary,10.00,20.08,3.30,0.00,7.77,25.89,12.63,19.60
2018 Primary Runoff,1.43,4.22,0.00,0.00,1.92,18.51,2.94,6.22
2018 General,38.67,59.14,46.15,50.00,44.44,61.01,43.92,56.94
