ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,35.41,38.39,0.00,37.02
2016 Primary,19.17,21.59,0.00,20.47
2016 Primary Runoff,6.86,8.56,0.00,7.78
2016 General,60.81,68.48,100.0,64.93
2018 Primary,23.97,26.43,0.00,25.29
2018 Primary Runoff,17.09,14.40,0.00,15.63
2018 General,57.58,64.64,50.00,61.32
