ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,18.62,24.93,0.00,22.51
2016 Primary,7.22,9.23,0.00,8.47
2016 Primary Runoff,2.30,4.62,0.00,3.74
2016 General,43.84,58.80,0.00,53.17
2018 Primary,9.96,12.48,0.00,11.53
2018 Primary Runoff,3.23,2.58,0.00,2.83
2018 General,42.22,54.44,0.00,49.73
