ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,42.22,44.62,0.00,43.50
2016 Primary,24.83,23.24,0.00,23.99
2016 Primary Runoff,2.37,3.17,0.00,2.79
2016 General,69.36,70.60,0.00,70.02
2018 Primary,25.38,23.24,0.00,24.25
2018 Primary Runoff,22.58,19.40,0.00,20.89
2018 General,65.54,66.09,100.0,65.84
