ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,0.00,44.06,25.00,100.0,16.67,50.54,31.25,48.95
2016 Primary,0.00,10.49,20.00,0.00,16.67,26.04,10.00,24.09
2016 Primary Runoff,0.00,8.39,0.00,0.00,16.67,7.10,2.00,6.92
2016 General,62.50,70.89,45.45,100.0,28.57,76.78,56.60,75.05
2018 Primary,0.00,27.50,7.69,0.00,0.00,24.50,9.63,23.52
2018 Primary Runoff,0.00,2.52,7.69,0.00,0.00,26.28,9.49,23.23
2018 General,44.44,79.14,8.33,50.00,33.33,73.56,40.41,71.20
