ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,29.60,32.26,0.00,31.10
2016 Primary,16.18,15.67,0.00,15.89
2016 Primary Runoff,11.01,11.27,0.00,11.16
2016 General,54.24,61.95,100.0,58.64
2018 Primary,15.91,16.74,0.00,16.37
2018 Primary Runoff,10.52,9.20,0.00,9.78
2018 General,49.55,57.19,0.00,53.78
