AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.40,0.56,0.00,2.08,3.17,2.01,2.40
25-29,0.00,0.49,1.52,0.00,0.00,2.84,1.80,2.36
30-34,0.00,1.19,0.66,0.00,6.90,3.85,1.87,3.28
35-39,1.79,0.84,0.83,0.00,0.00,5.77,2.13,4.74
40-44,3.77,2.12,3.39,0.00,0.00,8.85,2.29,7.39
45-49,4.26,1.23,1.74,0.00,4.76,10.55,4.64,8.60
50-54,2.38,2.17,6.33,0.00,0.00,14.94,4.85,12.35
55-59,0.00,3.66,6.25,0.00,6.67,18.78,11.31,16.12
60-64,0.00,6.44,1.82,0.00,10.53,26.52,5.66,22.85
65-OVER,6.56,5.31,14.08,0.00,0.00,34.06,21.34,30.50
TOTAL,1.55,2.21,2.86,0.00,2.80,14.22,5.76,11.75
