AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.16,0.00,0.00,0.00,2.37,2.88,1.82
25-29,0.00,1.01,0.00,0.00,0.00,2.52,1.45,1.79
30-34,0.00,1.41,0.00,0.00,0.00,3.67,1.11,2.62
35-39,0.00,2.73,0.00,0.00,0.00,4.04,1.32,3.39
40-44,0.00,5.09,0.00,0.00,0.00,6.38,1.43,5.71
45-49,0.00,3.06,0.00,0.00,0.00,7.28,3.03,5.64
50-54,0.00,4.03,0.00,0.00,0.00,11.08,4.17,8.26
55-59,4.76,6.70,0.00,0.00,0.00,13.84,1.72,10.95
60-64,0.00,13.39,0.00,0.00,0.00,18.75,10.53,16.67
65-OVER,4.00,14.20,0.00,0.00,0.00,26.41,9.71,22.89
TOTAL,1.29,5.74,0.00,0.00,0.00,13.13,3.79,10.18
