AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,2.94,1.23,0.23,1.06
25-29,10.00,0.00,0.00,0.00,0.00,0.98,0.46,0.93
30-34,0.00,0.00,0.00,0.00,0.00,1.56,1.36,1.47
35-39,0.00,0.00,5.56,0.00,0.00,2.34,2.56,2.26
40-44,0.00,0.00,0.00,0.00,0.00,3.53,1.15,3.18
45-49,0.00,0.00,0.00,0.00,0.00,4.22,1.02,3.84
50-54,0.00,1.59,0.00,0.00,7.14,6.11,4.52,5.83
55-59,16.67,2.24,20.00,0.00,0.00,7.85,6.99,7.60
60-64,20.00,1.82,10.00,0.00,0.00,10.41,9.09,10.02
65-OVER,15.38,3.12,0.00,0.00,0.00,14.02,10.32,13.48
TOTAL,6.76,1.13,2.13,0.00,1.37,6.71,3.90,6.29
