AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,2.15,0.00,1.52
25-29,0.00,0.40,0.00,0.00,0.00,0.84,0.00,0.68
30-34,0.00,0.52,25.00,0.00,0.00,2.34,0.00,1.98
35-39,0.00,0.52,0.00,0.00,0.00,2.34,4.35,1.97
40-44,0.00,0.92,0.00,0.00,0.00,1.97,0.00,1.65
45-49,0.00,1.24,0.00,0.00,0.00,4.76,7.69,4.02
50-54,0.00,1.72,0.00,0.00,0.00,5.13,12.50,4.59
55-59,0.00,1.54,0.00,0.00,0.00,8.16,3.12,6.93
60-64,0.00,2.70,20.00,0.00,0.00,10.01,3.70,8.80
65-OVER,0.00,4.89,0.00,0.00,0.00,15.65,11.76,14.53
TOTAL,0.00,1.63,2.90,0.00,0.00,8.19,4.60,6.93
