AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,3.03,0.00,2.74
25-29,0.00,0.00,0.00,0.00,0.00,2.30,0.00,2.15
30-34,0.00,0.00,12.50,0.00,0.00,2.11,3.33,2.20
35-39,0.00,0.00,0.00,0.00,0.00,3.84,6.45,3.79
40-44,0.00,0.00,0.00,0.00,0.00,5.80,0.00,5.58
45-49,0.00,0.00,7.69,0.00,0.00,8.44,3.12,8.17
50-54,0.00,10.00,8.33,0.00,20.00,10.73,6.90,10.63
55-59,14.29,10.53,0.00,0.00,0.00,14.94,12.90,14.66
60-64,0.00,5.88,0.00,0.00,0.00,19.38,6.06,18.77
65-OVER,0.00,4.55,8.33,0.00,0.00,29.90,23.33,29.41
TOTAL,2.17,3.41,3.92,0.00,2.27,14.70,7.37,14.24
