AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,3.91,0.00,2.43
25-29,0.00,0.88,0.00,0.00,0.00,2.60,0.00,2.06
30-34,0.00,1.35,0.00,0.00,0.00,4.15,0.00,3.47
35-39,0.00,2.41,0.00,0.00,0.00,7.26,0.00,5.90
40-44,0.00,5.49,0.00,0.00,0.00,6.61,0.00,6.25
45-49,0.00,3.85,0.00,0.00,0.00,14.37,0.00,11.61
50-54,0.00,5.65,0.00,0.00,0.00,12.33,0.00,10.34
55-59,0.00,6.72,0.00,0.00,0.00,16.96,0.00,13.90
60-64,0.00,8.41,0.00,0.00,0.00,23.94,0.00,19.82
65-OVER,100.0,18.49,0.00,0.00,0.00,30.16,0.00,27.48
TOTAL,20.00,6.70,0.00,0.00,0.00,15.44,0.00,12.99
