AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,3.18,1.19,1.85
25-29,0.00,0.27,0.00,0.00,0.00,1.60,4.00,1.23
30-34,0.00,0.30,0.00,0.00,0.00,4.51,0.00,2.89
35-39,0.00,0.34,0.00,0.00,0.00,4.66,2.94,3.23
40-44,0.00,0.00,0.00,0.00,0.00,5.56,0.00,3.98
45-49,0.00,0.72,0.00,0.00,0.00,7.66,0.00,5.57
50-54,0.00,1.83,0.00,0.00,0.00,12.05,8.70,9.19
55-59,0.00,4.18,0.00,0.00,0.00,18.57,10.71,14.62
60-64,14.29,4.49,16.67,0.00,0.00,20.49,0.00,16.53
65-OVER,0.00,8.66,0.00,0.00,0.00,27.35,12.20,23.43
TOTAL,1.43,2.43,0.34,0.00,0.00,13.78,3.92,10.34
