AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.35,0.00,0.00,0.00,3.91,2.44,2.78
25-29,0.00,0.48,0.00,0.00,0.00,3.06,5.88,2.37
30-34,0.00,0.00,0.00,0.00,0.00,4.77,4.76,3.65
35-39,0.00,0.65,0.00,0.00,0.00,6.63,0.00,5.20
40-44,0.00,2.53,11.11,0.00,0.00,7.77,0.00,6.49
45-49,0.00,2.47,7.69,0.00,50.00,7.04,7.69,6.23
50-54,0.00,1.01,0.00,0.00,0.00,15.29,4.35,11.98
55-59,0.00,5.08,0.00,0.00,0.00,19.57,0.00,16.41
60-64,0.00,6.43,0.00,0.00,0.00,22.85,0.00,19.39
65-OVER,0.00,15.55,0.00,0.00,0.00,28.07,0.00,25.58
TOTAL,0.00,4.39,1.59,0.00,2.44,14.68,2.49,12.15
