AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.96,0.00,0.00,1.20,2.16,2.41,1.98
25-29,0.00,1.79,1.85,0.00,2.00,1.66,1.45,1.75
30-34,0.00,3.83,1.96,0.00,13.79,4.64,2.89,4.00
35-39,0.00,6.36,0.00,0.00,0.00,4.44,5.22,5.74
40-44,3.33,8.50,6.67,0.00,10.00,6.26,6.87,7.82
45-49,0.00,12.90,5.26,0.00,7.69,9.94,5.60,11.71
50-54,0.00,17.52,2.86,0.00,17.65,12.59,4.17,15.41
55-59,5.88,23.32,0.00,0.00,8.33,18.21,11.88,21.04
60-64,25.00,28.43,11.11,0.00,21.43,24.59,11.82,26.44
65-OVER,8.11,30.92,15.00,100.0,15.79,30.32,13.99,30.19
TOTAL,3.25,12.49,3.33,5.56,6.79,17.21,6.10,13.68
