AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.39,0.00,0.00,0.00,2.62,0.00,1.36
25-29,0.00,0.47,0.00,0.00,0.00,6.98,0.00,3.55
30-34,0.00,0.00,0.00,0.00,0.00,4.69,10.00,2.75
35-39,0.00,1.97,0.00,0.00,0.00,9.36,0.00,5.95
40-44,0.00,4.00,0.00,0.00,0.00,7.51,0.00,5.94
45-49,0.00,2.65,0.00,0.00,0.00,10.79,0.00,7.66
50-54,0.00,4.95,0.00,0.00,0.00,12.18,0.00,9.20
55-59,0.00,6.25,0.00,0.00,0.00,13.93,0.00,11.07
60-64,0.00,9.38,0.00,0.00,0.00,18.84,0.00,15.98
65-OVER,0.00,9.29,0.00,0.00,0.00,19.24,3.70,16.85
TOTAL,0.00,4.07,0.00,0.00,0.00,13.40,1.67,9.87
