AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.52,0.51,0.00,8.33,0.67,2.54,1.07,1.41
25-29,0.00,0.33,0.93,0.00,0.00,2.10,0.42,1.23
30-34,0.00,0.60,0.00,0.00,2.13,3.46,0.68,2.20
35-39,2.50,0.58,0.00,0.00,3.23,6.06,0.00,3.65
40-44,6.25,1.46,4.08,0.00,5.88,9.18,2.55,6.22
45-49,4.44,1.75,1.30,0.00,7.84,10.71,3.20,7.25
50-54,2.22,4.53,0.00,0.00,8.70,12.30,3.48,9.13
55-59,7.41,6.18,5.71,25.00,5.00,18.58,6.40,13.83
60-64,9.38,7.41,4.00,0.00,7.50,23.64,4.17,17.32
65-OVER,16.67,8.26,3.23,0.00,6.67,29.95,10.38,23.84
TOTAL,5.22,2.88,1.24,4.35,3.43,13.82,2.46,9.20
