AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.25,0.00,0.00,0.00,6.92,0.00,4.20
25-29,0.00,0.98,0.00,0.00,0.00,3.70,0.81,2.61
30-34,0.00,0.75,25.00,0.00,0.00,7.19,5.61,5.43
35-39,0.00,1.36,0.00,0.00,12.50,9.80,4.26,7.34
40-44,100.0,1.50,9.09,0.00,25.00,10.20,0.00,7.57
45-49,0.00,4.29,12.50,0.00,11.11,18.50,8.82,14.32
50-54,0.00,5.65,0.00,0.00,0.00,21.81,13.21,17.17
55-59,0.00,7.46,0.00,0.00,0.00,27.33,11.84,21.31
60-64,0.00,12.30,0.00,0.00,0.00,38.07,23.08,31.54
65-OVER,50.00,9.09,29.41,0.00,42.86,46.28,36.14,39.22
TOTAL,7.69,4.45,8.79,0.00,7.14,23.19,11.49,17.80
