AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,1.04,0.00,0.00,2.97,2.82,2.44
25-29,0.00,1.56,1.82,0.00,0.00,3.69,4.17,3.31
30-34,0.00,1.40,1.96,0.00,0.00,5.35,0.00,4.48
35-39,0.00,3.74,0.00,0.00,0.00,7.40,7.27,6.76
40-44,0.00,5.50,4.35,0.00,40.00,9.67,1.69,8.91
45-49,50.00,6.69,0.00,0.00,0.00,14.06,2.17,12.53
50-54,0.00,9.48,0.00,0.00,12.50,16.24,2.27,14.91
55-59,0.00,12.27,10.53,0.00,0.00,22.13,14.89,20.64
60-64,0.00,10.78,0.00,0.00,0.00,27.51,16.00,25.04
65-OVER,0.00,21.48,9.09,50.00,14.29,33.70,19.23,32.19
TOTAL,2.27,8.39,2.03,25.00,5.26,17.43,7.20,15.75
