AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,2.21,0.00,0.00,0.00,2.51,0.00,2.25
25-29,0.00,1.63,0.00,0.00,0.00,1.89,0.00,1.74
30-34,0.00,2.93,0.00,0.00,0.00,3.45,10.00,3.30
35-39,0.00,2.29,0.00,0.00,0.00,5.82,0.00,4.02
40-44,0.00,2.75,0.00,0.00,0.00,4.55,0.00,3.68
45-49,0.00,4.55,0.00,0.00,0.00,5.51,0.00,4.99
50-54,0.00,5.80,0.00,0.00,0.00,4.44,0.00,4.92
55-59,0.00,14.50,0.00,0.00,0.00,7.99,0.00,10.73
60-64,0.00,16.36,0.00,0.00,0.00,12.26,0.00,13.66
65-OVER,0.00,18.82,0.00,0.00,0.00,17.49,0.00,17.76
TOTAL,0.00,8.27,0.00,0.00,0.00,8.82,1.08,8.42
