AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,1.49,0.00,0.75
25-29,0.00,0.00,0.00,0.00,0.00,2.24,7.41,1.78
30-34,0.00,0.90,0.00,0.00,0.00,2.70,0.00,1.94
35-39,0.00,0.00,0.00,0.00,0.00,5.03,0.00,3.08
40-44,0.00,1.03,0.00,0.00,0.00,7.11,0.00,4.80
45-49,0.00,2.20,0.00,0.00,0.00,6.91,6.25,5.62
50-54,100.0,0.79,0.00,0.00,0.00,8.37,12.50,6.33
55-59,0.00,0.87,0.00,0.00,0.00,8.98,7.14,6.48
60-64,0.00,9.09,0.00,0.00,0.00,18.15,6.25,15.34
65-OVER,0.00,11.26,0.00,0.00,0.00,15.42,33.33,15.08
TOTAL,11.11,2.67,0.00,0.00,0.00,9.16,7.32,7.16
