AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,2.19,2.27,2.16
25-29,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.72
30-34,0.00,0.00,0.00,0.00,0.00,1.72,8.33,1.88
35-39,0.00,0.00,0.00,0.00,0.00,2.38,0.00,2.29
40-44,0.00,0.00,0.00,0.00,0.00,3.94,0.00,3.82
45-49,0.00,0.00,0.00,0.00,0.00,5.83,0.00,5.59
50-54,0.00,0.00,0.00,0.00,0.00,7.40,8.89,7.39
55-59,50.00,inf00,0.00,33.33,20.00,9.44,10.00,9.66
60-64,0.00,0.00,33.33,0.00,0.00,15.16,4.76,14.89
65-OVER,20.00,0.00,20.00,0.00,40.00,21.19,13.83,21.06
TOTAL,10.71,5.00,4.00,11.11,8.57,11.25,6.46,11.09
