AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.77,0.00,0.00,0.00,1.40,0.00,1.19
25-29,0.00,1.69,0.00,0.00,0.00,2.24,0.00,2.01
30-34,0.00,0.00,0.00,0.00,0.00,2.42,0.00,1.93
35-39,0.00,1.74,0.00,0.00,0.00,3.13,0.00,2.75
40-44,0.00,1.11,0.00,0.00,0.00,3.72,0.00,3.21
45-49,0.00,2.97,0.00,0.00,0.00,6.53,0.00,5.80
50-54,0.00,5.17,0.00,0.00,50.00,7.35,8.33,7.05
55-59,0.00,16.67,0.00,0.00,20.00,11.03,0.00,11.78
60-64,0.00,8.33,0.00,0.00,0.00,16.15,0.00,14.41
65-OVER,0.00,13.55,22.22,0.00,0.00,18.27,8.33,17.55
TOTAL,0.00,6.02,1.53,0.00,8.70,8.75,1.71,8.09
