AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,28.57,2.31,0.00,0.00,0.00,4.57,6.52,3.91
25-29,0.00,1.25,0.00,0.00,0.00,3.57,0.00,2.51
30-34,16.67,1.40,0.00,0.00,0.00,4.69,6.25,3.61
35-39,0.00,2.26,0.00,0.00,0.00,3.56,0.00,2.97
40-44,0.00,3.54,0.00,0.00,0.00,6.91,0.00,5.39
45-49,0.00,3.23,0.00,0.00,0.00,10.69,9.38,8.15
50-54,0.00,9.54,0.00,0.00,0.00,15.54,3.23,13.13
55-59,66.67,10.11,25.00,0.00,0.00,22.88,21.21,19.00
60-64,0.00,14.89,0.00,0.00,0.00,24.78,19.23,21.60
65-OVER,0.00,19.15,0.00,0.00,20.00,39.05,21.21,33.20
TOTAL,16.67,8.54,3.12,0.00,3.12,19.92,10.15,15.85
