AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.10,0.00,0.00,3.45,3.32,0.00,0.84
25-29,0.00,0.42,0.00,0.00,0.00,1.75,1.69,0.91
30-34,0.00,0.50,0.00,0.00,0.00,1.44,0.00,0.87
35-39,20.00,1.07,0.00,0.00,0.00,3.86,0.00,2.29
40-44,12.50,3.54,0.00,0.00,0.00,4.22,0.00,3.76
45-49,0.00,3.51,0.00,0.00,0.00,7.24,0.00,5.22
50-54,0.00,2.73,0.00,0.00,14.29,10.35,11.54,7.39
55-59,12.50,5.81,6.25,0.00,0.00,11.63,0.00,9.04
60-64,0.00,9.11,0.00,0.00,0.00,21.60,0.00,16.18
65-OVER,16.67,13.68,16.67,33.33,0.00,25.40,9.09,21.23
TOTAL,7.14,3.77,1.05,5.56,2.67,12.79,1.84,8.05
