AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.70,0.00,0.00,25.00,0.62,5.00,0.93
25-29,0.00,0.24,0.00,0.00,0.00,1.53,0.00,0.53
30-34,0.00,1.92,0.00,0.00,0.00,1.46,0.00,1.72
35-39,0.00,0.70,0.00,0.00,0.00,7.83,0.00,2.64
40-44,33.33,2.12,0.00,0.00,0.00,4.03,0.00,2.96
45-49,0.00,3.68,0.00,0.00,0.00,4.69,6.67,4.10
50-54,0.00,5.49,0.00,0.00,33.33,9.57,5.56,7.07
55-59,0.00,8.64,0.00,0.00,0.00,14.90,0.00,10.89
60-64,0.00,8.21,0.00,0.00,0.00,18.40,11.11,13.33
65-OVER,0.00,15.75,0.00,0.00,0.00,20.45,26.09,18.53
TOTAL,8.33,5.27,0.00,0.00,10.53,12.46,6.06,8.06
