AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.69,2.50,0.00,4.17,2.44,1.28,1.63
25-29,0.00,0.62,0.00,0.00,0.00,2.09,1.85,1.41
30-34,0.00,0.63,0.00,0.00,0.00,3.30,1.61,1.92
35-39,0.00,2.06,0.00,0.00,0.00,4.46,0.00,3.10
40-44,5.88,2.84,0.00,0.00,0.00,6.43,2.94,4.59
45-49,6.25,3.43,0.00,0.00,0.00,8.67,0.00,5.75
50-54,6.67,5.34,0.00,0.00,0.00,14.53,5.41,10.11
55-59,6.67,9.62,0.00,0.00,0.00,19.00,10.53,14.86
60-64,11.11,11.03,0.00,0.00,0.00,24.45,2.63,19.00
65-OVER,6.90,12.98,11.76,0.00,9.09,30.77,18.18,25.29
TOTAL,4.62,5.05,2.22,0.00,1.94,15.32,4.83,10.67
