AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,10.00,6.67,7.78
25-29,0.00,0.00,0.00,0.00,0.00,6.67,0.00,5.46
30-34,0.00,0.00,0.00,0.00,0.00,11.86,6.67,10.14
35-39,0.00,0.00,0.00,0.00,0.00,9.52,0.00,8.05
40-44,0.00,0.00,0.00,0.00,0.00,8.84,14.29,8.33
45-49,0.00,0.00,0.00,0.00,0.00,11.71,10.00,10.07
50-54,0.00,0.00,0.00,0.00,0.00,16.56,0.00,15.03
55-59,0.00,0.00,0.00,0.00,0.00,14.60,0.00,12.50
60-64,0.00,0.00,0.00,0.00,0.00,13.22,0.00,11.51
65-OVER,0.00,5.00,0.00,0.00,0.00,19.52,0.00,18.13
TOTAL,0.00,1.08,0.00,0.00,0.00,13.22,4.82,11.51
