AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.63,0.70,0.62,1.96,1.10,3.61,2.09,2.29
25-29,0.91,0.66,0.99,2.08,0.68,2.76,0.90,1.82
30-34,0.52,1.18,0.58,4.65,1.88,4.14,1.04,2.72
35-39,1.59,2.34,1.60,1.89,2.43,5.83,1.18,4.10
40-44,2.03,3.27,1.74,0.00,3.83,8.84,2.86,6.24
45-49,2.75,4.53,3.30,5.00,5.81,11.55,3.09,8.54
50-54,2.29,5.78,3.31,5.26,9.00,16.13,4.72,12.34
55-59,3.50,7.02,5.23,11.43,9.55,21.27,4.76,16.92
60-64,4.75,9.65,6.01,10.00,14.15,26.92,7.14,22.55
65-OVER,4.98,11.61,7.37,11.54,18.38,37.35,13.00,32.84
TOTAL,2.31,3.85,2.34,4.55,5.79,16.93,3.24,11.95
