AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,2.99,1.32,1.08,0.00,2.13,5.14,2.44,2.72
25-29,0.39,1.42,0.43,0.00,1.06,3.43,1.23,2.30
30-34,1.46,2.81,1.00,0.00,3.12,5.40,2.62,4.09
35-39,4.32,3.66,1.85,0.00,4.14,7.64,1.83,5.57
40-44,5.59,5.98,1.98,0.00,4.51,11.44,2.88,8.61
45-49,4.29,7.76,2.20,0.00,7.56,15.62,4.27,11.45
50-54,14.84,10.14,4.47,16.67,3.54,20.44,6.80,15.46
55-59,9.76,13.72,5.97,12.50,12.09,25.69,6.88,20.17
60-64,9.57,20.78,4.26,25.00,4.35,32.86,9.72,27.38
65-OVER,11.05,27.02,9.87,10.00,13.83,41.69,19.30,36.65
TOTAL,5.65,9.42,2.35,4.76,4.23,20.84,4.74,15.11
